	1884
 软件系统	2
"贵州兴义	1
剖面组合类型	1
银山多金属矿床	1
 气汞	1
"油气储库	1
 土钉喷锚	1
 成藏模式	9
"孔压静力触探	2
 策略	1
 井眼轨迹	3
稳健发展"	1
 GIS技术"	1
 静态价值量	1
灾害	5
 吸附位置	1
土钉"	1
可溶有机质	1
东太平洋"	1
 3DEC	1
 深-频分析	1
"青岛流亭机场	1
金矿田	1
 深沪湾	1
 地震正演	1
深层抗滑稳定	1
AVO方程	1
 杜内期	1
 预应力	1
地壳上地幔	3
"铀矿勘查	1
 海南岛西部岸外"	1
测井仪器	2
"蓟县山区	1
 幕式喷溢活动	1
 透镜体力学	1
 压实粘土衬里"	1
电缆测井仪	1
 铜铁同位素	1
含铜双峰岩系	1
"国土资源空间数据	1
地震空间集中度c值	1
"中小型断层	1
 高蜡油	1
干湿声速比	1
水土保持机理	1
"矿山水害治理	1
导向钻进	2
蚀变作用	1
 含气饱和度"	1
Peck法	1
 施工控制	1
 矿物成分"	1
"GPS测量	2
 算法	1
 天然土	1
环向约束	1
 成矿模式"	1
 位移反分析"	2
桂林毛村"	1
生物来源	1
"矿井水文地质	1
 储层模型	1
"煤层顶板	1
"土地景观变化	1
"锡多金属隐伏矿床	1
本构理论	1
分布式	2
坝基探测	1
 中值粒径值	1
"地质遗迹景观地	1
 柴达尔井田"	1
海陆过渡相	1
生物样品	1
 华蓥山"	1
 活动断裂"	2
NMR	2
高分辨折射	1
 巴什基奇克组	1
灰色系统动态模型"	1
应用领域	1
 跨膜转运"	1
"电磁辐射	1
"贴近度	1
土地样带	1
费托反应	1
"紫木凼金矿	1
 油气层保护"	2
 表面张力	2
 辽西"	4
远景区	2
 原则目标	1
 微观织构	1
地应力环境"	1
 异常特征	2
 干旱事件	1
 河口坝砂体"	1
 陕西"	2
 应用领域"	1
高压异常	1
 冲击旋转钻井	1
 人工边界单元	1
 管波	1
"狮泉河	1
 中新世	2
 政策"	1
 有机元素	1
相山盆地"	1
 FEM并行结构模型	1
三维地震资料	1
 倾覆稳定	1
 规则化	1
 土的抗剪强度指标	1
"隧洞	1
 频散曲线	1
测井约束反演	2
陕西南部"	1
 强震"	1
"安全储备	1
 三峡"	2
 中央背斜带	1
方解石"	1
冷湖-陵间断裂带	1
处理技术	1
阿普第期-阿尔必期	1
模式研究"	1
 围护"	1
同化混染	2
 辉长岩	1
"活动论	2
 软土路基"	1
 侵蚀-夷平面	1
"临汾市	1
盆地动力学	2
富碱侵入岩带	2
板内环境	1
"雪峰期	1
好老鹿场	1
 规程"	1
水质污染"	1
"油气资源	6
地层测试	1
 过滤器有效孔隙率"	2
 概率分布"	1
边坡位移预测"	1
松西地区	1
 转换	3
"王坪西沟铅锌矿	1
 多元指标量化	1
 水汽运移	1
油气成藏体系	1
"活断层	4
 屈服面"	1
大地热流值"	1
低速非达西渗流	1
"玲珑超单元	1
 TS比值	1
一致增强性扩散	1
克孜勒苏群	1
 桩间土"	1
再厘定	1
"奥运帆船基地	1
郯庐断裂"	2
 土结构性	1
频谱分析"	3
南海北部"	4
卓越周期	1
富硒碳质岩	1
叶绿素	3
"上海地区	1
39Ar/40Ar年龄	1
"新疆北部	3
 康滇地区	1
 近场	1
利用方式	1
"嵌岩桩	1
黑龙江省"	3
 低信噪比"	1
碳氢氧同位素	1
峰林"	1
中甸岛弧"	1
"海底沙脊	1
服务成本	1
发震时间预测"	1
"冲绳海槽宫古段	1
风化岩	1
地质意义	4
 内陆干旱区	1
"沉桩工程	1
"多层建筑	1
"矿产资源评价	1
膨胀土	3
资源预测	1
转化量	1
 微结构	3
 工程建设"	1
 小波分频成像	1
 标准"	1
 合成"	1
 空洞探测	1
"地层测试器	1
 强度预测"	1
抚顺西露天煤矿"	1
波形转换	1
 微观组构	1
 减灾战略"	1
 天台乡滑坡	1
SD精度	1
 运聚"	1
生态化	1
对流循环	1
 本构模型	8
元谋干热河谷"	1
 寒武纪灰岩	1
人工重复地震"	1
 桩顶最大位移"	2
地震预报	2
"露天开采	1
 波浪分离	1
富铌玄武岩	1
SLC图像"	1
"介电测井	1
浅层土壤	1
 湖北省"	4
"粉碎区	1
破坏概率"	1
地震地质灾害"	1
产业转型	1
水土保持价值	3
成矿时间	1
环型场对流"	1
"O型埃达克岩	1
动态应力场	1
生态环境"	7
南水北调西线一期工程	1
 非规则观测系统	1
 水下扇	1
本构方程	1
滑速	1
 柴家庄—八卦山—天子山	1
 海水表层温度	1
可持续发展	16
走向	1
"地震前兆	3
 高升油田	1
岩石圈约束	1
"矿产可供性	1
三峡	1
 地震资料处理"	1
 油气运移"	3
 卡林型金矿	1
 路堑边坡	2
差方法	1
"地球物理仪器	1
实验室模拟	1
"同源岩浆	1
矿震"	1
峨眉山大火成岩省"	2
河北平原"	2
裂陷盆地	3
 街面水库"	1
 铅锌银矿	1
 排桩支护结构"	1
"济阳凹陷	2
"延长组长6-长8段	1
氮气"	1
 工艺方法"	1
南蒙古"	1
 固结比	2
"中国大陆科学钻探	9
"东天山哈尔里克岛孤	1
"长期沉降	1
侵入岩	2
"三次加密	1
土地资源	8
半挥发性有机物	1
 果洛龙洼金矿床	1
沉积特征"	3
 小哺乳动物	1
"硫化物	2
风沙特征	1
思路与模式"	1
"储层评价	1
 T2弛豫	1
"石家庄	1
纠偏	1
生烃门限	1
"放射性	1
"航磁资料	1
灰色地层	1
褶皱-逆断裂带	1
 疏放性评价"	1
载荷试验"	3
裂缝-孔隙型储层	1
数理统计	1
 古牡蛎礁	1
古土壤分类	1
同震异常	1
 衰减构造	1
青海湖"	3
 预报	1
土地利用综合管理"	1
小流域综合治理"	1
 旋转钻井	2
 热采	1
 热释	1
沉积岩层	1
多期性	1
"透镜状砂岩体	1
 层序地层	13
"黑河灌区	1
 宏观力学行为	1
 频率"	1
 物探	1
 古长江"	1
磷质岩	1
"层状镁铁质-超镁铁质岩体	1
重磁力异常	1
风景区	1
 物元模型	3
有限差分法"	2
"节理面间距	1
盐化	1
 功能	2
保幅处理	1
"矿山复垦	1
 相位转换	1
事故分析"	1
 绿色矿业	1
中非剪切带"	1
地质钻探技术	1
 扒耳岩动物群	1
勘探成果	2
洞穴滴水	1
"内蒙古和林格尔	1
起动	1
框架网络结构	1
 土舱土压力	1
"安塞—吴旗地区	1
 环境意义	1
扬子区"	1
构造片理	1
 总结"	1
"柳洞	1
高山湖盆	1
"地下水	45
 墙体变形	1
 海洋制图"	1
蒙特卡罗法	2
 电化学	1
金沙江砾石层	1
 外业调绘"	1
物理力学参数"	1
岩浆硫化物矿床	1
形态"	3
地下水污染风险区划"	1
应用	7
序列参数"	1
微渗漏	1
乌尔逊贝尔凹陷	1
泥石流灾害"	1
 热力学	2
智能识别	1
雷达差分干涉技术	1
"冈底斯带	2
大斜度	1
勘探建议"	1
 建议及对策	1
 块体理论方法	1
 上部水体结构	1
 防治措施	1
 鹤庆盆地	1
回用	1
 隐患区预测"	1
 苏北朱家墩"	1
解析方法	1
子矿物	1
"砂卵(砾)石	1
 密度替代法	1
黄土-古土壤序列	1
 输导体系	3
结核状灰岩	1
"惰性气体	2
逻辑回归"	1
"锰矿资源	1
中山站	1
"噪声消除	1
"渤南地区	1
 变色效应	1
"预应力混凝土管桩	1
 加固设计	1
 缝洞型储层测井响应特征	1
白云岩化作用	1
"磁铁角闪岩	1
相关关系"	1
 古冻土遗迹	1
 储量计算	1
西斜坡"	1
"逆倾	1
区域引张	1
"地球自转	3
 欠固结	1
"老厂矿床	1
 BP网络"	1
"电磁测深	2
"“人”字型抗滑桩	1
锆石U-Pb同位素年龄	1
"白蚁主巢	1
探地雷达	5
 互联网	1
"暗色微粒包体	1
秦岭造山带"	4
 超低渗透	1
超大型矿床	1
 开发现状	1
扬子地块"	1
绿色GDP"	1
灯影组	1
"公路施工	1
 地幔热柱	2
"煤系	2
"岷县—卓尼MS5.0地震	1
藏南"	5
 浸润线	2
 陕西省	1
 解释模型	1
微波辐射"	1
复杂波场	1
湿地保护	1
 环境质量	1
"降雨量系数	1
 地下水动力场	1
储集层类型	1
 覆盖次数	3
激电法	1
 盐下储层	1
松辽盆地北部"	2
 分布式多参量探测	1
桑巴区	1
高外水压力"	1
"中国黄土	1
德兴	1
"更新世	1
 工业锅炉用水评价	1
"物质代谢	1
 多年动态	1
成矿作用"	7
 多级模糊综合评判模型	1
镜铁矿"	1
水生态安全"	1
东南沿海"	1
新元古界	1
区域分解"	1
 颜色成因	1
粘土附加导电与电化学束缚水	1
 饱和多孔介质	2
地壳缩短	1
软基加固"	1
 网上公开"	1
Dupal同位素异常	1
"柳江	1
 实际应力	1
中国	7
盐津地震	1
"低丰度	1
侵入带	1
 自平衡法"	1
黑河流域	3
 商代石料	1
相位	2
 第四纪	7
 对比及间断	1
"孢粉分析	3
 环境地球化学	2
 沉积改造型似层状（不规则状）铅锌矿床	1
含油包裹体颗粒指数（GOI）	1
深覆盖土层	1
 季节变化	1
中央稳定带	1
三维可视化反演	1
岩石硬度	1
新生代火成岩	1
 地层压力	2
羌塘盆地"	6
琼南海盆	1
平衡水含量	1
洮儿河扇形地"	1
 多尺度分析	1
 随机噪声	1
"高效阴离子交换色谱	1
白云母	4
"复合含水层	1
资源环境监测	1
 混合沉积	1
 围岩抗力系数	1
 结构类型"	1
"剪胀	1
水柜	1
地质勘查	3
"电阻率测量	1
 温度梯度法"	1
"土工格栅加筋土挡土墙	1
隐蔽油气运移通道"	1
图版	1
 位移协调"	1
 聂拉木	1
发现及意义"	1
地震损失	1
 空心管式先导型无腰带三翼钻头	1
地震资料	3
接收函数	6
电磁参数	1
接收线圈	1
奉节县吴家湾滑坡"	1
 云开地体	1
地球内部"	1
驱龙	2
环带结构	1
湘潭式锰矿	1
 剥蚀	1
形成时代及环境"	1
"时态地理信息系统	1
中新世	4
城市转型	1
雷达差分干涉	1
 吐鲁番—哈密盆地	1
古应力	1
非常规油气"	1
预测分析	1
护面块体"	1
"非均匀地表	1
白洋淀	1
趋势	1
"地下水位	2
"阿尔泰	3
 纵波波阻抗	1
旅游资源保护"	1
"并联基础隔震结构	1
 通风与供暖	1
"热导率	1
Re-Os年龄	2
生产能力	2
 地质地球化学特征"	2
超压	4
 微环境	2
历史时期	1
经济合理性"	1
诱发地震	2
含黄玉花岗岩	1
 特性	3
 电性变化	1
 实施步骤	1
"山区道路	1
新奥法施工	1
 调查"	2
 谱分解技术	1
BP神经网络	3
 勘探技术	2
 溶洞探测	1
核桃坪	1
"危险源	1
孔间地层对比	1
 土的抗剪强度	1
水权	1
"东喜马拉雅构造结	1
悬臂式挡墙"	1
"油气性质	1
 系统发育"	2
 体积分配	1
交叉偶极声波测井	1
 金矿富集区	1
图解法"	1
"含灰比	1
辽河盆地"	2
 百年反演	1
渭北东部岩溶"	1
构造体系	2
 缝洞体	1
 冻土环境	1
"井眼轨道	1
喜山运动	1
神农架	1
避难所	1
波前	1
"特征空间	1
 陆相断陷湖盆	1
 竖向变形"	1
赤城	1
构造体制转换	1
过螺杆泵电加热	1
"储层三维模型	1
降雨入渗	2
变化信息发布	1
"前陆冲断带	1
幔源"	1
体积膨胀率	1
沉积响应	2
 水平应力	1
 潟湖"	1
原因分析	2
西藏札达盆地"	1
赣杭带	1
 特征	16
预警系统	2
阶段"	1
"Hopfield网络	1
"萑香洼金矿床	1
 含气指标	1
 渤海湾	1
稳定度评价	1
西藏日土县"	1
 缺氧"	1
 蓟县系雾迷山组	1
"储集空间	1
反滤波器	1
 新生代	5
地震观测预报"	1
井壁成像测井	1
 表面隆升速率"	1
"软流圈/岩石圈地幔相互作用	1
 塔巴庙气田	1
"泥质岩	4
地基基础	1
 岩性识别"	1
冰期-间冰期旋回"	1
实例"	1
"长江口	2
剥片目的"	1
 屈服点	1
"科马提岩	1
植被冠层水分含量	1
 乐安相山	1
"天然气	18
"铜、镍	1
欧利坨子	1
 成岩蚀变"	1
挤密灰渣土桩"	1
富Nb玄武岩	2
不确定性分析"	1
晚三叠世-侏罗纪	1
成矿环境"	1
 沉积微相	13
"完善	1
勘探区带"	1
 陇西盆地"	1
土地利用变化监测	1
"典型地质条件	1
 埋藏深度	1
 储层综合评价	1
"二氧化碳	5
"巴山锰矿带	1
 三维地震解释	1
 剪切仪	1
"冰楔假型	1
酸解烃	1
成矿控制因素	1
管波特征	1
生物化石铸型	1
"晚新生代构造	1
分异作用"	1
 随机场局部平均理论"	1
 陆棚砂"	1
"可可塔勒成矿带	1
有限元方法"	1
国际比较	1
碳酸盐台地	1
 复合含油气系统"	1
盆地分析	1
 低渗透储层	1
"井眼轨迹	1
"胶东半岛	2
计算模式	1
"泥质灰岩	1
 原油生成温度	1
高压气藏	1
质量控制	1
 神经网络"	1
深部过程	4
"渗流场-应力场耦合分析	1
极限平衡"	2
 盲矿-隐伏矿预测"	1
 光谱值	1
水晶	1
"走马岭隧道	2
 SHRIMPU-Pb年龄	1
时窗"	1
广义自相似性理论	1
 贵州西部"	1
 穿透水	1
桂北"	1
波形反演	2
水压致裂地应力测量	2
 湿度控制	1
断层相关褶皱	2
应力测试	1
 砂体对比	1
 构造意义"	1
"地化元素	1
设计	3
羌塘中部	1
"自组织人工神经网络	1
"鲁中南山区	1
垫层	1
 古圈闭类型	1
 交通源	1
 三维建模"	1
奇异值分解"	1
 地质意义	1
发光光谱"	1
 强制海退	1
莲沱组"	1
 机理"	2
 现场激光粒度仪"	1
新构造应力场	1
扩散散失	1
"中坡山北岩体	1
 色哇-安多	1
 非生物成因油气	1
"中国活动火山	1
层内夹层	1
"邵阳-郴州NW向断裂	1
 绿岩带	1
历史地震"	1
"双频激电	1
岩浆热力作用	1
红壤丘陵区"	1
 牙形刺	1
"生物地层	1
 重庆金佛山"	2
热模拟实验"	1
浙江浦江	1
 潜在远景	1
 初至折射静校正	2
XRF	1
超前支护	1
"去噪	1
 尘暴事件	1
XRD	1
"测井解释	30
 壕沟效应	1
 统计特征"	1
 武定"	1
 水环境质量评价"	1
熔长石	1
现代地壳变动	1
测井仪"	1
胶凝作用	1
常州市沿江开发区域"	1
沉积体系分布"	1
"爆发致裂	1
"天水地区	1
玛积雪山洋脊热点构造	1
"逆冲	1
风沙过渡区	1
热水沉积型	1
 薄互层	1
"贝叶斯信息标准	1
 红格尔煤田"	1
加权最小二乘法	1
"四川渔子溪流域	1
"“两墙合一”的地下连续墙	1
龙门山-岷山断裂带"	1
土壤类型	1
 伊利石结晶度"	1
 粒度中值	1
洋中脊系统"	1
LAM-ICP-MS定年"	1
侏罗系砂岩	1
中元古代	2
变异系数	1
 试验方法	1
井底参数预测"	1
"地下水封石洞油库	1
实验室处理"	1
"葡萄花油田	1
特稠油	1
中一晚侏罗世"	1
降水入渗补给函数"	1
温泉气体同位素组成	1
"土地复垦	1
 地热试验井	1
金家坞	1
河流"	2
温度敏感性	1
符离集-奉贤测深剖面	1
"速度结构	1
富县地区	1
 地貌过程"	1
软土地基	4
 水泥深层搅拌桩	2
峡谷系统	1
 塑性挤密半径"	1
成矿期划分	1
贵州	2
"甘肃省岷县—礼县一带	1
"甘肃西北部	3
东海青龙山"	1
高精度磁测	2
"古生代活动陆缘	1
"征地区片综合地价	1
 反演"	7
"超声波	1
张十八	1
"苏南地区	1
 吸附机理	1
旧石器时代初期工业"	1
铀成矿	2
 相互作用	6
火山机构	1
东昆仑活动断裂带"	1
 幕式置换体系	1
钛铁矿-赤铁矿共生体 V/Sc"	1
随州陨石"	1
ArcObject开发	1
"磷灰石	6
特提斯演化	1
40Ar/39Ar年龄"	1
 阶段划分	1
 珠三角"	1
 一维非线性固结	1
抗滑桩内力计算	1
 深储层	1
"三角洲	1
"He、Ar同位素	1
"辽宁地震监测水动态网	1
潜在危害	1
隆起断裂对流型	1
"绳索取心钻进	1
 松潘—甘孜地块	1
 第一菲涅尔带	1
水文化学	1
辽河"	2
 取得	1
光子带隙材料"	1
 发展态势	1
 香溪群	1
裂隙发育带	1
"煤矿	1
"唐山地区	1
 变形	10
多接收器电感耦合等离子体质谱法	1
Visual MODFL0W	1
地块转动	1
"南极	4
 构造应力场	2
水循环	5
花岗岩石蛋	1
化学蚀变指数	1
基坑	2
 沉积构造"	2
坡移浊积扇	1
傅里叶变换	1
微型	1
污染	4
辅助决策	1
 人均GDP"	1
集约度	2
油气渗漏	1
 粮食安全	1
"大洋中脊	1
 生物成矿"	1
增生造山	1
 地震成像质量	1
信息系统	2
"东天山	13
"成岩作用	16
质谱分析"	1
水分"	1
熟料性能"	1
 构造混杂岩	1
 烃类检测	1
 物元法"	1
 开采技术	1
气象条件	1
帆翼龙科	1
 土地利用方式	1
 组合伪距	1
南天山造山带	1
排烃系数	1
边坡病害	1
"振动碎石桩	1
可行性论证"	1
"热泉型铯矿	1
换能器	1
油田水"	1
陆表海盆地"	1
旅游资源	3
组分"	1
 锚固深度	2
"阿克库勒凸起	1
阿尔山"	1
 沉降速率	1
 岱海"	1
ANFIS神经网络	1
 河道演变	1
"孔内锤击钻进	1
联合反演"	1
 取心	1
泥堡	1
跨孔电磁波透视	1
 石油地质"	1
烃类检测"	1
 砂坝-潟湖沉积体系	1
 斑岩铜矿床	1
 有效储层	1
定量计算"	1
区域性裂缝	1
 深水扇系统	1
 孔隙气压力	1
 地表土壤	1
成藏条件	20
环境样品"	1
 RBF网络	1
金属矿床	1
 东秦岭-大别造山带"	1
分类"	3
 吸力"	2
 铅锌铜矿	1
水泥	1
放磁技术	1
 粘塑性	1
 下志留统	2
"晚二叠世	2
深盆气(藏)	1
"莺歌海盆地	1
黔西北"	1
 钛矿化	1
PC集群计算机"	1
新疆"	51
兰电堂泉"	1
SHRIMP U-Pb测年	1
 有机质丰度"	1
黔桂地区	1
经济评价	2
Web	1
 技术流程"	1
服务计算	1
 成因讨论	1
非物质循环	1
 可持续利用"	2
混合花岗岩	1
 荷载传递法	1
苏鲁造山带	1
海平面变化	2
 土地适宜性	1
发展方向	1
"冻结井	1
"虚拟样机技术	1
 共生关系"	1
元素比值	1
 煤化作用跃变	1
 黄土国家地质公园"	1
 土石坝"	2
 对策研究"	1
"测斜仪	1
终灌标准	1
 透水夹层	1
 斑岩铜矿带	1
"GPS观测值	1
水量平衡	1
"宁夏	1
 物性"	1
"德州市	1
Molar-Tooth构造	1
"顺层边坡	1
 启动压力梯度	1
黄山"	1
吸附差异	1
决策支持系统"	1
后生加大	1
三板溪滑坡"	1
 空变	1
 早期人类"	1
"洋内弧	1
"作用机理	1
频谱比	1
 强烈侵蚀	1
水系沉积物测量	1
 同位素动力学分馏效应	1
粒度"	1
 数字化单井综合观测"	1
"民勤绿洲	3
 地下洞库	1
 贵州兴仁"	1
 大地构造背景	1
成藏机制	3
模糊综合评判"	3
地热	2
 技术途径	1
 化石	3
"珠江口盆地白云凹陷	1
分布特点"	1
 陆源有机碳	1
凹陷型盆地	1
"老挝	1
"冀东油田	1
工程勘察图件	1
图像分割"	1
含矿斑岩	2
东准噶尔"	2
"西涝口	1
寄生火山活动	1
震害特征	1
矿体展布规律	1
下坂	1
火山岩盆地	1
 油-气-煤盆地	1
"原子荧光光谱法	2
本构关系"	1
龙脖河铜矿床	1
波段指数	1
可采性	1
城市	4
水化状态	1
复杂结构"	1
海水87Sr/86Sr值	1
独居石出溶物	1
地球物理多方法联合探查	1
 全长黏结式锚索	1
 对冲	1
"土地整理	2
启动压力	1
 成像效果	1
拓扑面"	1
 0.618法"	1
 粒径分布	1
含水层确定	1
震源位移谱"	1
流体运移"	1
二叠系-三叠系界线	1
"铜-铅-锌矿床	1
无机污染	1
 逆冲作用	1
"碳酸岩墙	1
苯并[a]芘	1
丽水凹陷"	1
成矿物质来源	6
"凹凸棒土	1
滑坡治理	2
形态	1
 煤层对比	1
"绢云母（白云母）	1
规划期	1
 构造期次	1
经济效益	2
普遍性	1
驻马店市"	1
 210Pb定年"	1
 预测金资源量	1
 富集规律	3
桩身完整性"	1
"铁矿资源	2
锆石SHRIMP年龄	1
"油气储量	1
 矿床成矿模式	1
 单孔法	1
 泥炭沼泽	1
区域选择"	1
"加里东期	1
成核临界尺度	1
山西阳泉煤矿"	1
"黔西北五指山背斜	1
"地下权	1
大地电磁法	2
集约性	1
 结构面网络	1
 深度速度模型	1
多重分形	1
 地基加固"	2
 重要性"	1
"中强地震成组活动	1
水毁	1
弧前盆地"	1
"成土母质	1
 找铜前景"	1
 GMS	1
挤压性地层	1
新元古界"	1
 纵弯式褶皱	1
 空间力学效应	1
 强度折减有限元法"	2
"地球化学测量	1
过套管电阻率	1
Green函数"	1
 分频	2
古岩溶"	2
 成矿系统	2
温暖化"	1
 岩爆判别指标"	1
 超固结比	1
 狮子山矿田"	1
频率谱	1
新疆兵团"	1
 梯度下降法	1
 GPS	10
"数字台网	1
"城市活断层	1
单轴压缩	2
FRAGSTATS	1
 走滑剥蚀卸载系统	1
"苏仁诺尔断裂	1
 陷阱"	1
 土钉墙"	1
对中国的警示"	1
多氯联苯(PCBs)	1
 频散	1
 感应二次场	1
岩石圈伸展"	1
 下限标准	1
 大别山"	1
 变形破坏机理	1
"保定市	1
泉一、二段	1
 逆掩断层	1
 小孢子	1
奉节县刘家湾滑坡"	1
"武威台	1
"混凝土大坝	1
"油藏水驱开采	1
"单桩	2
岩溶发育特征	2
储层反演	1
 志留纪	2
 预支护	1
 核磁渗透率"	1
金属硫化物	1
I型花岗岩	1
 地幔隆起	1
大孔隙"	1
 深层地热	1
强震远场前兆"	1
"矿业城市	2
空间特征	1
流域单元格	1
"砂岩峰林	1
"聚苯乙烯轻质混合土	1
套管接箍"	1
 试验技术"	1
 质谱计"	1
 碧口岩群	1
 砂井排水	1
"表层岩溶泉	1
 杨金沟"	1
 随机-模糊"	1
破裂面"	1
"鄂尔多斯东部	1
"下伏煤层	1
 飞来峰	1
"中国大陆及相邻陆域海域	1
 流体包裹体测温"	1
 黄土塬	2
林茶桑模式	1
"滑坡环境	1
 中国大陆科学钻探（CCSD）"	1
西南地区	1
结晶分异"	2
 热屈曲"	1
"涝旱剧变	1
分类阈值"	1
 X型共轭剪节理	1
阜新市"	1
 无单元方法"	1
有机地球化学	2
上覆土层	1
 碳酸盐岩烃源岩	1
 勘探现状	1
 鼻状构造	1
 组合样	1
数据发布"	1
 基本站	1
纯剪切变形体制	1
炮检点整体偏移	1
滑距"	1
"进步古鳕类	1
 六面体	1
古滑坡体	1
地温	2
"土壤Zn	1
 警戒值"	1
岩溶水系统"	1
地质环境功能区划"	1
成藏规律	1
三测向电阻率"	1
煤矸石	2
物理分组方法	1
氨氮	1
 问题探讨	1
古潜山油藏"	1
非金属矿产资源"	1
全球定位系统	1
"石油勘探	1
 南大岭组玄武岩	1
 无侧限抗压强度"	1
"石油污染土壤	1
"土壤数量化分类	1
运移方式	1
"大陆架	1
 克里金	1
 有效供给	2
 岩石地层	2
第四纪地质	1
"齐齐哈尔	1
挤压"	1
 理化性质	1
 砂体展布	2
 河道砂体	1
地震速报震中	1
 探测深度	1
Hilbert-Huang变换"	1
 设兴组	1
 前兆异常"	5
"最小二乘支持向量机	1
地震活动图象	1
S波分裂"	1
"pH值	1
 含油饱和度	2
路基工程	1
"铜矿床	8
构造成因	1
界限含盐量	1
"湿陷性	1
威德尔海	1
岩石圈结构	1
青海省"	3
 气候快速变化"	1
辉钼矿Re-Os定年	1
 三叶形虫	1
"地下结构	2
 地下洞室	1
互相关函数	1
散体	1
 积分方程	1
方法技术	1
高场强元素	2
"卡林型金矿石	1
 采空区	4
柴达木盆地西部"	2
 改进的西原模型	1
"黄河上中游	1
热力学"	1
 云南边境地区"	1
形变异常干涉条纹图	1
井间地震	1
黄河花园口"	1
品质因子"	2
排气量	1
应用试验"	1
 加固"	1
线性预测	1
气温	1
 吸力	4
 志留系	4
油型气	1
 南海西北部"	1
210Pb和137Cs	1
伸展运动	1
原位微量元素组成	1
榴辉岩	24
 冬季风"	1
 储层性质	1
"黄玉	1
地貌演变	1
 适应	1
"蒙脱石	4
形成构造背景"	1
粒径组分	1
"煤相	1
北山裂谷	1
垂向和侧向挤出	1
"磷素	1
 含盐量	1
 超高压岩石	1
地温梯度	6
冈底斯成矿带	1
信丰县"	1
重大科学问题	1
江苏盱眙"	1
 顶板	1
 相对吸水率	1
"云蒙山花岗岩	1
 巴东组	1
"地球系统科学	2
气层识别"	2
 影像解译	1
高压旋喷灌浆成墙"	1
"稀土元素	12
"娘子关泉域	1
瞬时相位	1
 桥梁	1
塔里木河	1
 低应变测桩	1
 节肢动物"	1
 灰关联分析"	1
"月球重力场	1
 测井数据	1
 地球化学组成	1
福建沿海"	1
"油气圈闭	1
形成	1
潜水氧化	1
受力特征	1
"城市三维地质	1
气源	1
土地史	1
"海岸带及近海	1
"溪火沟	1
 太原组	3
卡林型金矿	1
试验"	3
排烃"	1
"二次三维采集	1
化学元素	1
直线供水边界	1
爆破开挖	1
更新世晚期	2
海南省"	1
"天山玄武岩	1
基本条件	1
丰水期	1
"定量计算	1
 反射波	4
 胶州湾"	6
 地层界面"	1
ActiveX	1
富集成藏	1
 含油气组合"	1
 耗散	1
 地质特征"	2
"资源-环境一体化	1
He同位素"	1
"板桥凹陷	1
 甘肃"	9
Cosserat介质理论	1
环境响应	1
 发育阶段"	1
敏感系数"	1
 南海	1
 羌塘盆地"	1
 滨海湿地	1
"铜-铅-锌-银多金属矿田	1
"坝址安全	1
碳储存	1
空间定位预测"	1
 找煤方向	1
微流速	1
 强震	1
小地震波形	1
 储集体横向展布"	1
 南海北缘	1
 破坏概率"	1
 气相色谱"	1
珊瑚化石	1
 示范区	1
响应面	1
面向目标的成像"	1
航磁异常	3
降滤失	1
"四海龙湾玛珥湖	1
 再结晶石墨	1
 碧峰峡	1
航磁勘探"	1
 青藏高原东北部	1
"南水北调西线工程	2
 双层式结构	1
王甫洲水利枢纽"	1
水土势	1
楔形插入"	1
氢氧	1
铅污染"	1
同源岩浆	1
 循环经济	2
 高温高压实验"	1
"中更新世	1
"重大气候灾害	1
 黑碳	1
工程地质调查"	1
 流变学性质	1
 含煤性特征	1
"组合特征	1
"回填土	1
熔体包裹体	1
自发过程"	1
 风尘	1
东北	3
 卤水	1
"服务网格	1
"红辉沸石	2
"岩心实验	1
葛根	1
混合物	1
"刚玉巨晶	2
"同步环	1
环境风险	1
Occam反演	1
 应变软化"	2
"新疆准噶尔—东天山地区	1
瑞利方程"	1
 帚状构造	1
早更新世	3
温江构造	1
"城市非点源污染	1
 模型振动试验	1
 构造特征	11
断层落差法	2
 地质遗迹景观	2
孝泉-新场气田	1
三氧同位素	1
辫状河	2
 古近纪	3
 华北克拉通	1
赤峰	1
"北山地区	1
"红层泥岩	1
地震动"	1
 三角洲前缘砂体"	1
 变化	1
"核磁共振	5
三明-福州高速公路	1
 被动大陆边缘"	1
 大厂锡多金属矿	1
 粗面岩	2
"沉积盆地	6
 去噪	1
"地基验槽	1
"桩-土荷载	1
工艺	1
强夯	2
金佛寺岩体	1
生成机制"	1
 动力学	6
 单提取	1
 恒春海脊"	1
地物化综合信息	1
库车前陆盆地"	1
下二门油田"	1
预报"	1
化学溶蚀	1
 遗迹化石群落	1
 几何形态	1
 溴化十六烷基吡啶	1
"弧长法	1
 晚白垩世	4
滑体"	1
 块、碎石护坡	1
 涵洞结构	1
"西北地区	5
 提高精度"	1
 泥岩盖层	1
 权重	1
"油气田地质灾害	1
"冲(钻)孔灌注桩	1
Oracle Spatial"	1
"煤岩层对比	1
"化探	2
 江苏南京"	4
吸附气量	1
"黄土体工程地质	1
 摩擦角	1
 空隙胞元	1
遥感构造解析"	1
数据采集方案	1
淤地坝	1
 速度建模"	2
"渤海湾地区	1
"新安县云梦山	1
"调谐频率	1
亚像元	1
 极值条件	1
 叠加	1
形变异常场特征"	1
随机过程	1
 介电常数"	1
"动三轴试验	2
评述	1
 喀斯特石漠化	1
"14团灌区	1
