court,/kɔːrt/,n.法院；庭院；宫廷；球场；奉承,v.献殷勤；追求；招致；设法获得,,,
courtyard,/ˈkɔːrtjɑːrd/,n.庭院；院子,,,,
cousin,/ˈkʌzn/,n.堂(或表)兄弟(姐妹),,,,
cover,/ˈkʌvər/,n.封面；盖子；套子；表面,v.覆盖；涉及；包含；掩护；给…保险,,,
cow,/kaʊ/,n.母牛；雌象；雌鲸；雌犀牛；<俚><贬>女人,v.恐吓,,,
coward,/ˈkaʊərd/,n.懦夫,adj.胆小的,Coward.,n.科沃德(姓氏),
crack,/kræk/,v.破裂；砸开；发出爆裂声；撞击；破解；变嘶哑；崩溃；制裁；<非正式>开玩笑,n.裂缝；裂痕；爆裂声；猛击；尝试；俏皮话,adj.训练有素的,,
craft,/kræft/,n.工艺；手艺；狡诈；船舶；航空器；行会成员,vt.手工制作；精心制作,,,
cramped,/kræmpt/,adj.狭窄的；束缚的；难认的,,,,
crane,/kreɪn/,n.鹤；起重机,v.起吊；伸长(脖子)；犹豫,,,
crash,/kræʃ/,v.撞击；坠毁；发出巨响；崩溃；破产；<俚>宿夜,n.轰隆声；猛撞；崩溃；暴跌；垮台；粗布,adj.速成的,,
crawl,/krɔːl/,v.爬行；卑躬屈膝；自由式游泳,n.爬行；匍匐而行；[体]自由式游泳,,,
craze,/kreɪz/,n.狂热；风尚；裂纹,v.使发狂；出现裂纹,,,
crazy,/ˈkreɪzi/,adj.疯狂的；荒唐的；着迷的,n.荒唐的人,adv.疯狂地,,
cream,/kriːm/,n.奶油；乳酪；面霜；精华；米色,v.凝成乳脂；起泡沫；撇去乳脂；提取精华；使成糊状；涂面霜；<俚>彻底打败,,,
create,/kriˈeɪt/,v.创造；造成,adj.<古>创造的,,,
creative,/kriˈeɪtɪv/,adj.创造的，创造性的；创作的；产生的，引起…的（后接of）,,,,
creature,/ˈkriːtʃər/,n.生物；动物；人,,,,
credit,/ˈkredɪt/,n.信用；荣誉；学分；赞扬；贷款；赊欠；贷方；存款,(复)credits: 演职员名单.,v.归功于；相信；记入贷方,,
credulous,/ˈkredʒələs/,adj.轻信的；易受骗的,,,,
creep,/kriːp/,vi.蹑手蹑脚地走；爬；渐渐出现；蔓延；毛骨悚然,n.卑鄙小人；爬；徐行；蠕动,,,
crew,/kruː/,n.全体船员；全体乘务员；(一组)工作人员；划艇队员,v.当船员；当机务人员,,,
cricket,/ˈkrɪkɪt/,n.板球；蟋蟀,vi.打板球,,,
crime,/kraɪm/,n.犯罪；恶行,,,,
criminal,/ˈkrɪmɪnl/,n.罪犯,adj.犯罪的；刑事的；违法的,,,
cripple,/ˈkrɪpl/,n.跛者；残废,v.削弱；使...瘫痪,,,
crisis,/ˈkraɪsɪs/,n.危机；危急关头,,,,
critic,/ˈkrɪtɪk/,n.评论家；批评家,,,,
critical,/ˈkrɪtɪkl/,adj.批评的；挑剔的；决定性的；危险的,adj.临界的,,,
critically,/ˈkrɪtɪkli/,adv.批评性地；爱挑剔地；重要地；危急地,,,,
criticism,/ˈkrɪtɪsɪzəm/,n.批评；评论,,,,
criticize,/ˈkrɪtɪsaɪz/,v.批评；挑剔；评论；非难；吹毛求疵,,,,
crockery,/ˈkrɑːkəri/,n.陶器；瓦器,,,,
crop,/krɑːp/,n.农作物；收成；庄稼；(一)批,v.修剪；啃吃；收获；出现,,,
cross,/krɔːs/,v.穿过；交叉；杂交；反对；勾掉；碰见；阻挠,n.十字架；十字形；杂交动植物；苦难,adj.交叉的；相反的；生气的；杂交的,,
crow,/kroʊ/,n.乌鸦；啼叫；欢叫,v.报晓；啼叫；欢叫；夸口；洋洋自得,,,
crowd,/kraʊd/,n.人群；群众；大群；朋友,v.拥挤；挤满；涌入；贴近；逼迫,,,
crown,/kraʊn/,n.王冠；王权；花冠；顶点；齿冠；克朗（丹麦、瑞典、捷克等国的货币单位）,vt.加冕；使 ... 成王；居 ... 之顶；镶齿冠；使圆满；<口>打…的头部,,,
crude,/kruːd/,adj.天然的；未加工的；粗鲁的；粗糙的；简陋的,n.原油；天然的物质,,,
cruel,/ˈkruːəl/,adj.残酷的；残忍的；引起痛苦的,,,,
cruise,/kruːz/,n.巡航；漫游； 游艇,v.慢速行驶；乘船游览；游弋；巡游,,,
cruiser,/ˈkruːzər/,n.巡洋舰；游艇；警车,,,,
crush,/krʌʃ/,v.压碎；击败；使...失望；折皱；压榨,n.压碎；压榨；极度拥挤；<口>迷恋,,,
crust,/krʌst/,n.外壳；坚硬的外壳；面包皮,vt.盖以硬皮,vi.结硬皮,,
cry,/kraɪ/,v.哭；(大声)叫喊；(强烈)要求,n.叫声；哭；喊,,,
crystal,/ˈkrɪstl/,n.水晶；结晶体；表蒙子,adj.透明的；晶体的,,,
cube,/kjuːb/,n.立方体；立方,vt.求 ... 的立方,adj.立方的,,
cubic,/ˈkjuːbɪk/,adj.立方体的；立方的,,,,
cucumber,/ˈkjuːkʌmbər/,n.黄瓜,,,,
cultivate,/ˈkʌltɪveɪt/,vt.栽培；耕作；培养；陶冶；结交(朋友),,,,
culture,/ˈkʌltʃər/,n.栽培；文化；教养,vt.培养，栽培,,,
cunning,/ˈkʌnɪŋ/,adj.狡猾的；有眼光的；精巧的；可爱的,n.【C】狡诈；灵巧,,,
cup,/kʌp/,n.杯子；一杯之量；奖杯；罩杯,vt.使成杯形；把某物放入杯中,,,
cupboard,/ˈkʌbərd/,n.碗橱；衣柜；<英>壁橱,,,,
cure,/kjʊr/,n.治疗；治愈；疗法；对策,v.治愈；治疗；纠正,,,
curiosity,/ˌkjʊriˈɑːsəti/,n.好奇心；好奇；稀奇的人或物,,,,
curious,/ˈkjʊriəs/,adj.好奇的；奇特的,,,,
curiously,/ˈkjʊəriəsli/,adv.好奇地；奇异的,,,,
curl,/kɜːrl/,n.卷曲；卷发；年轮；漩涡；[足]曲线球,vt.弄卷；使弯曲,vi.变卷；弯曲,,
current,/ˈkɜːrənt/,n.趋势；(水、气、电)流,adj.现在的；流通的,,,
curse,/kɜːrs/,n.诅咒；咒骂；祸端,vt.诅咒；咒骂；使受罪,vi.诅咒；咒骂,,
curtain,/ˈkɜːrtn/,n.窗帘；门帘；幕(布),vt.(用帘)装饰；(以帘)遮蔽,,,
curve,/kɜːrv/,n.曲线；弯曲；弯曲物；弧线,,,,
cushion,/ˈkʊʃn/,n.垫子；橡皮软垫；缓冲,vt.加垫褥；放在垫子上；保护；减缓；为 ... 装垫子,,,
custom,/ˈkʌstəm/,n.习惯；风俗；惯例,（复）customs: 海关；关税.,adj.定做的；定制的,,
customer,/ˈkʌstəmər/,n.顾客；主顾；<口>家伙,,,,
cut,/kʌt/,v.切；割；剪；削减；伤害；切牌,n.切口；切；式样；剪辑,,,
cycle,/ˈsaɪkl/,n.循环；周期；自行车；摩托车,v.骑自行车；(使)轮转；(使)循环,,,
D,/diː/,n.字母D,,,,
dagger,/ˈdæɡər/,n.短剑；匕首；[印]剑号,,,,
daily,/ˈdeɪli/,adj.每日的；日常的,adv.每日；天天,n.日报,(复)dailies：工作样片.,
dairy,/ˈderi/,n.牛奶场；乳品店；乳制品；地方小店,adj.牛奶的；乳制品的,,,
dam,/dæm/,n.水坝；堤；障碍物,v.筑坝；抑制(情感等）,,,
damage,/ˈdæmɪdʒ/,n.损害；损失；毁坏,vt.损害；毁坏,,,
damp,/dæmp/,adj.潮湿的；有湿气的；沮丧的,n.湿气；潮湿,vt.使潮湿；使扫兴,vi.变潮湿,
dance,/dæns/,n.舞会；跳舞；舞蹈；舞步,vi.跳舞；手舞足蹈,vt.跳舞；使跳跃,,
danger,/ˈdeɪndʒər/,n.【U】危险,n.【C】危险物（或人）；威胁,,,
dangerous,/ˈdeɪndʒərəs/,adj.危险的；不安全的,,,,
dangle,/ˈdæŋɡl/,v.摇晃；悬垂；挂着；追求,n.摇摆；摇摆物,,,
dare,/der/,vt.敢；挑战；冒...的风险,vi.勇于；胆敢,aux.胆敢,n.胆量；挑战,
daring,/ˈderɪŋ/,adj.勇敢的；大胆的,n.勇敢；勇气,,,
dark,/dɑːrk/,adj.黑暗的；深色的,n.黑暗；暗处；深色调,v.使变黑；变黑,,
darkness,/ˈdɑːrknəs/,n.黑暗,,,,
darling,/ˈdɑːrlɪŋ/,n.亲爱的；可爱的人；可爱的物,adj.可爱的；亲爱的,,,
dash,/dæʃ/,v.猛冲；猛掷；泼溅；匆忙完成,n.破折号；短跑；猛冲；冲,,,
dashboard,/ˈdæʃbɔːrd/,n.(汽车上的)仪表盘,,,,
data,/ˈdeɪtə/,n.数据；资料,名词datum的复数形式.,,,
date,/deɪt/,n.日期；年代；会晤时间；约会；约会对象；枣椰树；枣子,v.给 ... 标明日期；确定年代；过时；显老；和 ... 约会；追溯到,,,
daughter,/ˈdɔːtər/,n.女儿；子代,adj.女儿的；女儿似的,,,
dawdle,/ˈdɔːdl/,v.磨蹭；浪费时间；闲逛,,,,
dawn,/dɔːn/,n.黎明；曙光；开端；破晓,vi.开始出现；破晓；逐渐明白,,,
day,/deɪ/,n.白天；一天；时代,,,,
daylight,/ˈdeɪlaɪt/,n.日光；白昼；黎明,,,,
dead,/ded/,adj.死的；不起作用的；无趣的；筋疲力尽的；麻木的；完全的；无效的；沉闷的；（指球）界外的,adv.完全地；直接地；突然地,,,
deadly,/ˈdedli/,adj.致命的；如死一样的,adv.非常地；如死一般地,,,
deaf,/def/,adj.聋的；充耳不闻的,,,,
deal,/diːl/,n.协定；交易；大量,v.应付；分配；处理；交易；经营,,,
dealer,/ˈdiːlər/,n.商人；经销商；发牌者；毒品贩子,,,,
dear,/dɪr/,adj.亲爱的；宝贵的；昂贵的,n.可爱的人；亲爱的人,adv.高价地,int.啊；哎呀(用以表示惊奇、害怕以及其他强烈感情),
death,/deθ/,n.死；死亡；毁灭；死因,,,,
debate,/dɪˈbeɪt/,n.辩论；讨论,vt.争论；思考,vi.辩论,,
debt,/det/,n.债务；恩情；负债状态；义务；罪,,,,
decade,/ˈdekeɪd/,n.十年,,,,
decay,/dɪˈkeɪ/,v.(使)衰退；(使)腐败；(使)腐烂,n.衰退；腐烂；腐败,,,
deceit,/dɪˈsiːt/,n.欺骗；诡计；不诚实,,,,
deceive,/dɪˈsiːv/,vt.欺骗,vi.行骗,,,
December,/dɪˈsembər/,n.十二月,,,,
decent,/ˈdiːsnt/,adj.相当好的；体面的；适当的；正派的,,,,
deception,/dɪˈsepʃn/,n.骗局；诡计；欺诈,,,,
decide,/dɪˈsaɪd/,v.决定；判断；断定,,,,
decision,/dɪˈsɪʒn/,n.决定；决心；判决,,,,
deck,/dek/,n.甲板；层面；一副牌,vt.装饰；<俚>用力击倒,,,
declare,/dɪˈkler/,v.宣布（声明）；申报；声明,,,,
decorate,/ˈdekəreɪt/,v.装饰；布置；装修；授予某人奖章或其他奖状,,,,
decrease,/dɪˈkriːs/,v.减少；减小；降低,n.减少；降低,,,
decry,/dɪˈkraɪ/,v.责难；诽谤,,,,
dedicate,/ˈdedɪkeɪt/,vt.致力于；献出；提献辞,,,,
dedicated,/ˈdedɪkeɪtɪd/,adj.专注的；献身的；专用的,,,,
deduce,/dɪˈduːs/,vt.演绎；推断,,,,
deed,/diːd/,n.行为；事迹；[法]契约,vt.立契转让,,,
deep,/diːp/,adj.深的；深刻的；深奥的；深切的,adv.深深地,n.深处,,
deepen,/ˈdiːpən/,vt. 使 ... 加深； 使 ... 强烈,vi. 加深； 变浓,,,
deer,/dɪr/,n.鹿，梅花鹿,,,,
defeat,/dɪˈfiːt/,n.挫败；败北,vt.战胜；击败；使...不能实现,,,
defect,/ˈdiːfekt/,n.缺点；缺陷,vi.背叛,,,
defence,/dɪˈfens/,n.防御；答辩；防务,,,,
defend,/dɪˈfend/,v.防守；防护；辩护,,,,
define,/dɪˈfaɪn/,v.规定；限定；定义；解释,,,,
definite,/ˈdefɪnət/,adj.明确的；一定的；有把握的,,,,
definitely,/ˈdefɪnətli/,adv.肯定地；当然地；明确地,,,,
definition,/ˌdefɪˈnɪʃn/,n.定义；阐释；清晰度,,,,
degree,/dɪˈɡriː/,n.学位；程度；度数,,,,
delay,/dɪˈleɪ/,v.耽搁；推迟；延误,n.耽搁；延期；推迟,,,
delegation,/ˌdelɪˈɡeɪʃn/,n.代表团；委派；授权，委托,,,,
delete,/dɪˈliːt/,vt.删除,,,,
deliberately,/dɪˈlɪbərətli/,adv.故意地；不慌不忙地,,,,
delicacy,/ˈdelɪkəsi/,n.柔弱；精致；优雅；谨慎；佳肴,,,,
delicate,/ˈdelɪkət/,adj.微妙的；精美的；纤细的；脆弱的；敏锐的；美味的,,,,
delicious,/dɪˈlɪʃəs/,adj.美味的；可口的,,,,
delight,/dɪˈlaɪt/,n.高兴；快乐,v.(使)高兴；(使)欣喜,,,
delighted,/dɪˈlaɪtɪd/,adj.高兴的；快乐的,v.快乐；喜悦,,,
delightful,/dɪˈlaɪtfl/,adj.令人愉快的；可喜的,,,,
deliver,/dɪˈlɪvər/,v.递送；发表（演讲）；交付；解救；生（孩子）；接生；履行；投掷,,,,
delivery,/dɪˈlɪvəri/,n.传递；交付；递送；分娩；转让；演讲姿态；投球,,,,
delusion,/dɪˈluːʒn/,n.错觉；幻觉；妄想；欺骗,,,,
demand,/dɪˈmænd/,n.要求；需求,v.要求；查问；需要,,,
democracy,/dɪˈmɑːkrəsi/,n.民主国家；民主；民主制,,,,
democratic,/ˌdeməˈkrætɪk/,adj.民主的；民主党的；大众的,,,,
demonstrate,/ˈdemənstreɪt/,vt.证明；演示；示范,vi.示威,,,
dense,/dens/,adj.密集的；稠密的；浓密的,,,,
density,/ˈdensəti/,n.密度；浓度；比重,,,,
deny,/dɪˈnaɪ/,vt.否认；拒绝承认；拒绝给予；自制,,,,
depart,/dɪˈpɑːrt/,vt.离开,vi.离开；死亡,,,
department,/dɪˈpɑːrtmənt/,n.部门；系；科；处；局,n.知识范围,,,
departure,/dɪˈpɑːrtʃər/,n.出发；离开；分歧；新的尝试,,,,
depend,/dɪˈpend/,vi.依赖；依靠；取决于,,,,
dependent,/dɪˈpendənt/,adj.依靠的；依赖的；从属的,,,,
depict,/dɪˈpɪkt/,vt.描述；描绘；画,,,,
deposit,/dɪˈpɑːzɪt/,v.放置；(使)沉淀；存储；付(订金等)；寄存,n.存款；定金；堆积物；矿床,,,
depress,/dɪˈpres/,vt.使沮丧；压下；使萧条；降低；压抑,,,,
depth,/depθ/,n.深度；深刻；深奥；深；厚度,,,,
derive,/dɪˈraɪv/,v.获取；得自；起源,,,,
descend,/dɪˈsend/,v.下降；降临,v.传下来；遗传,v.突然袭击；突然拜访,,
describe,/dɪˈskraɪb/,vt.描述；说成；形容；画(尤指几何图形),,,,
description,/dɪˈskrɪpʃn/,n.描述；刻画；类型；说明书,,,,
desert,/ˈdezərt/,n.沙漠；荒地；应得(的惩罚或奖励),v.遗弃；离弃；放弃；擅离职守,,,
deserted,/dɪˈzɜːrtɪd/,adj.废弃的；荒芜的；被遗弃的,动词desert的过去式和过去分词.,,,
deserve,/dɪˈzɜːrv/,vt.应受；值得,,,,
design,/dɪˈzaɪn/,n.设计；图样；图案；目的,v.设计；计划,,,
desirable,/dɪˈzaɪərəbl/,adj.令人满意的；性感的；有吸引力的；值得的；令人向往的,n.有吸引力的人或物,,,
desire,/dɪˈzaɪər/,n.渴望；愿望；欲望,v.渴望；向往；要求,,,
desk,/desk/,n.书桌；服务台；柜台；部门；小台架,,,,
desolate,/ˈdesələt/,adj.荒凉的；荒芜的；孤单寂寞的,,,,
despair,/dɪˈsper/,n.绝望；失望,vi.失望,,,
desperate,/ˈdespərət/,adj.绝望的；不顾一切的；极其想要的,,,,
desperately,/ˈdespərətli/,adv.拼命地；绝望地；极严重地；孤注一掷地,,,,
despise,/dɪˈspaɪz/,vt.轻视,,,,
despite,/dɪˈspaɪt/,prep.尽管；不管,n.憎恨；轻视,,,
destination,/ˌdestɪˈneɪʃn/,n.目的地；终点,,,,
destroy,/dɪˈstrɔɪ/,v.破坏；杀死；消灭；摧毁,,,,
destruction,/dɪˈstrʌkʃn/,n.破坏；毁灭,,,,
detail,/ˈdiːteɪl/,n.细节；琐事；枝节,vt.详述；详细说明,,,
detailed,/ˈdiːteɪld/,adj.详细的,,,,
detect,/dɪˈtekt/,v.发觉；察觉；探测,,,,
detection,/dɪˈtekʃn/,n.探测；侦查；察觉；发觉,,,,
detective,/dɪˈtektɪv/,n.侦探,adj.侦探的,,,
determination,/dɪˌtɜːrmɪˈneɪʃn/,n.决心；测定；规定；(正式)决定；定位,,,,
determine,/dɪˈtɜːrmɪn/,v.决定；决心；确定；测定,,,,
determined,/dɪˈtɜːrmɪnd/,adj.坚定的；坚决的；果断的；确定的，既定的,,,,
develop,/dɪˈveləp/,v.发展；发育；开发；冲洗(照片),,,,
development,/dɪˈveləpmənt/,n.发展；开发；生长；进展；[摄]显影；新开发区,,,,
device,/dɪˈvaɪs/,n.装置；设备；策略；设计,,,,
devil,/ˈdevl/,n.魔鬼；淘气鬼；坏人；家伙；棘手的事,vt.困扰；添加辣味调料；给...做助手,,,
devise,/dɪˈvaɪz/,vt.设计；发明；遗赠,,,,
devote,/dɪˈvoʊt/,vt.致力于；奉献给；把...专用于,,,,
devour,/dɪˈvaʊər/,v.吞食；毁灭；贪婪地阅读,,,,
dew,/duː/,n.露水,,,,
diagnose,/ˌdaɪəɡˈnoʊs/,v.判断；诊断(疾病),,,,
diagram,/ˈdaɪəɡræm/,n.图解；图表,vt.用图解法表示,,,
dial,/ˈdaɪəl/,n.拨号盘；刻度盘；日晷；钟面,v.拨号；打电话,,,
dialect,/ˈdaɪəlekt/,n.方言；地方话,,,,
dialog,/'daɪəˌlɒg/,n.对话；对白,=dialogue<英>,,,
diameter,/daɪˈæmɪtər/,n.直径,,,,
diamond,/ˈdaɪəmənd/,n.钻石；菱形；棒球内场；纸牌的方块,vt.用钻石装饰,,,
diary,/ˈdaɪəri/,n.日记；日记簿,,,,
dictate,/ˈdɪkteɪt/,vi.听写,vt.口授；规定；决定，影响,n.命令，支配，主宰；指挥；指令,,
dictation,/dɪkˈteɪʃn/,n.听写；口述；命令,,,,
dictionary,/ˈdɪkʃəneri/,n.字典；辞典；词典,,,,
die,/daɪ/,v.死；枯竭；消失；渴望,n.骰子；印模；金属模子,,,
diet,/ˈdaɪət/,n.日常食物；规定饮食；节食,n.（日本等国的）国会,v.节食；照规定饮食；喂食,,
differ,/ˈdɪfər/,vi.不同；有区别,,,,
different,/ˈdɪfrənt/,adj.不同的；差异的；分别的；各不相同的,,,,
difficult,/ˈdɪfɪkəlt/,adj.困难的；艰难的；(人)难对付的；不易相处的,,,,
difficulty,/ˈdɪfɪkəlti/,n.困难；争议；麻烦,,,,
dig,/dɪɡ/,v.挖；掘；翻土；探究；戳；捅,n.推；戳；挖掘；挖苦；<英口>住所,,,
digest,/dɪˈdʒɛst ,,,,,
digital,/ˈdɪdʒɪtl/,adj.数字的；数码的；手指的；计数的,,,,
dignity,/ˈdɪɡnəti/,n.尊严；高贵；端庄,,,,
dilapidated,/dɪˈlæpɪdeɪtɪd/,adj.破旧的；荒废的；快要倒塌的,动词dilapidate的过去式和过去分词.,,,
diligent,/ˈdɪlɪdʒənt/,adj.勤奋的；用功的,,,,
diligently,/ˈdɪlɪdʒəntli/,adv.勤奋地,,,,
dim,/dɪm/,adj.暗淡的；模糊的；笨的,v.使暗淡；使失去光泽,n.车头近光灯；停车灯,,
dimension,/daɪˈmenʃn/,n. 尺寸； 次元； 容积； 维度； 范围； 方面,vt. 标尺寸； 形成 ... 尺寸,,,
diminish,/dɪˈmɪnɪʃ/,vt.减少；减损；贬低,vi.变少；逐渐变细,,,
dimly,/ˈdɪmli/,adv.微暗地；朦胧地；模糊地；隐隐约约地,,,,
dinghy,/ˈdɪŋi/,n.小船；救生艇,,,,
dinner,/ˈdɪnər/,n.晚餐；晚宴；主餐,,,,
dip,/dɪp/,v.浸；蘸；下沉；倾斜；掏取；浏览,n.浸泡；浸；蘸；倾斜；下降,,,
direct,/dəˈrekt/,adj.直接的；笔直的；坦白的,v.对准；指挥；指示；命令,,,
direction,/dəˈrekʃn/,n.方向；指导；用法说明；趋势；目标；管理,,,,
directly,/dəˈrektli/,adv.直接地；立即；正好地；完全,conj.<英>一...就...,,,
director,/dəˈrektər/,n.董事；经理；导演；主管，总监；指挥者,,,,
dirt,/dɜːrt/,n.污垢；泥土；灰尘,,,,
dirty,/ˈdɜːrti/,adj.脏的；肮脏的；下流的；卑鄙的；腐败的；不正当的,v.弄脏；玷污,,,
disable,/dɪsˈeɪbl/,v.使 ... 失去能力,,,,
disadvantage,/ˌdɪsədˈvæntɪdʒ/,n.不利；不利条件；损害；损失,,,,
disagree,/ˌdɪsəˈɡriː/,v.不同意；不一致；有分歧；不适应；不适宜,,,,
disappear,/ˌdɪsəˈpɪr/,vi.消失；不见；失踪,,,,
disappearance,/ˌdɪsəˈpɪərəns/,n.消失；失踪；绝迹,,,,
disappoint,/ˌdɪsəˈpɔɪnt/,v.使失望；使破灭,,,,
disappointing,/ˌdɪsəˈpɔɪntɪŋ/,adj.令人失望的,动词disappoint的现在分词.,,,
disaster,/dɪˈzæstər/,n.灾难,,,,
discard,/dɪsˈkɑːrd/,vt.丢弃；抛弃,vi.丢牌,n.丢牌；废牌,,
discharge,/dɪsˈtʃɑːrdʒ/,v.排出；释放；解雇；放电；解除；清偿债务,n.卸货；释放；发射；放电；准许离开；排出物,,,
discipline,/ˈdɪsəplɪn/,n.纪律；训练；学科,vt.训练；惩罚,,,
disclose,/dɪsˈkloʊz/,vt.揭露；使某物显露；公开,,,,
discourage,/dɪsˈkɜːrɪdʒ/,vt.阻碍；使气馁,,,,
discover,/dɪˈskʌvər/,v.发现；偶然撞见；发觉,,,,
discovery,/dɪˈskʌvəri/,n.发现；发现物,,,,
discreetly,/dɪˈskriːtli/,adv.谨慎地；小心地,,,,
discuss,/dɪˈskʌs/,v.讨论；论述；商量,,,,
discussion,/dɪˈskʌʃn/,n.讨论；谈论,,,,
disease,/dɪˈziːz/,n.疾病,v.使…生病，感染,,,
disembark,/ˌdɪsɪmˈbɑːrk/,v.（使）上岸；（使）登陆；下车下飞机,,,,
disguise,/dɪsˈɡaɪz/,vt.掩饰；假装；假扮,n.伪装；伪装物,,,
disgust,/dɪsˈɡʌst/,n.厌恶；憎恶；反感,vt.使厌恶；使作呕,,,
dish,/dɪʃ/,n.盘；碟；一道菜；菜肴；碟状物,vt.使成碟状；装盘,vi.闲谈,,
dishonour,/dɪsˈɑːnər/,n.不名誉；耻辱；拒付,vt.使丢脸；侮辱；拒付,#NAME?,,
disillusion,/ˌdɪsɪˈluːʒn/,n.觉醒；幻灭,v.给…泼冷水；使幻想破灭,,,
disk,/dɪsk/,n.圆盘；唱片；花盘；磁盘；盘形物,,,,
dislike,/dɪsˈlaɪk/,v.不喜欢；厌恶,n.不喜爱；厌恶；反感,,,
dislocate,/ˈdɪsloʊkeɪt/,v.使脱臼；使混乱,,,,
dismantle,/dɪsˈmæntl/,vt.拆除；拆开；去除；废除,,,,
dismay,/dɪsˈmeɪ/,n.沮丧；绝望,vt.使 ... 沮丧；使 ... 惊愕,,,
dismiss,/dɪsˈmɪs/,vt.开除；解散；屏除；（法律）驳回,,,,
disorder,/dɪsˈɔːrdər/,n.混乱；杂乱；不适；失调；疾病,vt.扰乱,,,
disordered,/dɪsˈɔːrdərd/,adj.混乱的；害了病的,动词disorder的过去式和过去分词.,,,
dispel,/dɪˈspel/,v.驱散；消除,,,,
display,/dɪˈspleɪ/,n.显示；陈列；炫耀,vt.显示；表现；夸示,,,
displease,/dɪsˈpliːz/,v.使不高兴；使不快；使生气,,,,
disposal,/dɪˈspoʊzl/,n.处理；处置；布置,,,,
dispose,/dɪˈspoʊz/,v.清除；处理掉；解决；杀死；打败,,,,
dispute,/dɪˈspjuːt/,v.争论；辩驳；争议；质疑,n.争论；争端；争吵,,,
disregard,/ˌdɪsrɪˈɡɑːrd/,vt.不顾；忽视,n.漠视；不理会,,,
dissatisfy,/dɪs'sætɪsˌfaɪ/,vt.使不满,,,,
dissolve,/dɪˈzɑːlv/,vt.使溶解；解散；消除；解决(问题)；使沮丧,vi.溶解；液化；消散；变得模糊,n.叠化画面,,
distance,/ˈdɪstəns/,n.距离；路程；远方,vt.与 ... 保持距离；把(对手)甩在后面,,,
distant,/ˈdɪstənt/,adj.疏远的；遥远的；远房的；陌生的；远行的,,,,
distasteful,/dɪsˈteɪstfl/,adj.味道差的；令人反感的；讨厌的；不合意的,,,,
distinct,/dɪˈstɪŋkt/,adj.明显的；清晰的；不同的；独特的,,,,
distinction,/dɪˈstɪŋkʃn/,n.荣誉；差别；优秀；对比；区分,,,,
distinguish,/dɪˈstɪŋɡwɪʃ/,vt.区别；辨认；使显著,,,,
distinguished,/dɪˈstɪŋɡwɪʃt/,adj.卓越的；尊敬的,动词distinguish的过去式和过去分词形式.,,,
distress,/dɪˈstres/,n.不幸；危难；苦恼；痛苦,vt.使苦恼；使痛苦,,,
distribute,/dɪˈstrɪbjuːt/,v.分配；散发；分布,,,,
distribution,/ˌdɪstrɪˈbjuːʃn/,n.分布；分发；分配；散布；销售量,,,,
district,/ˈdɪstrɪkt/,n.地区；行政区,vt.把 ... 划分成区,,,
disturb,/dɪˈstɜːrb/,v.扰乱；妨碍；使 ... 不安；打破...的平静；打乱...的治安,,,,
disturbing,/dɪˈstɜːrbɪŋ/,adj.烦扰的；担心的；令人不安的,,,,
disused,/ˌdɪsˈjuːzd/,adj.不再用的；废弃的,动词disuse的过去式和过去分词形式.,,,
ditch,/dɪtʃ/,n.沟渠；壕沟,vt.丢弃；坠入沟中；飞机（在海上）迫降,vi.挖渠；飞机紧急降落,,
dive,/daɪv/,n.潜水；跳水,vi.跳水；俯冲；潜心钻研,,,
diver,/ˈdaɪvər/,n.跳水者；潜水员,,,,
diverse,/daɪˈvɜːrs/,adj.不同的；多种多样的,,,,
diversion,/daɪˈvɜːrʒn/,n.转向；转移；娱乐活动；临时绕行,,,,
divide,/dɪˈvaɪd/,vt.划分；隔开；分割；[数]除,vi.分裂；分开,n.分水岭；分歧；分,,
diving,/ˈdaɪvɪŋ/,n.潜水；跳水,动词dive的现在分词形式.,,,
division,/dɪˈvɪʒn/,n.划分；除法；部门；分开；师（军队）,,,,
divorce,/dɪˈvɔːrs/,n.分离；离婚,vt.使分离；与 ... 离婚,vi.离婚,,
do,/du/,v.做；干,n.注意事项；<非正式>聚会；<古>事情,,,
dock,/dɑːk/,n.码头；船坞；船埠,v.进(港、码头),,,
doctor,/ˈdɑːktər/,n.博士；医生,v.篡改，伪造；阉割,,,
document,/ˈdɑːkjumənt/,n.文件；公文；文档,vt.记载；(用文件等)证明,,,
dog,/dɔːɡ/,n.狗；家伙；卑鄙的人；没用的东西,vt.（灾难等）缠住；跟踪,,,
dollar,/ˈdɑːlər/,n.美元,,,,
dome,/doʊm/,n.圆屋顶；苍穹；<俚>脑袋；圆形的火山口,vt.加圆屋顶于...上；使成圆屋顶,vi.成圆顶状,,
domestic,/dəˈmestɪk/,adj.家庭的；国内的；驯养的,n.佣人；家仆,,,
donkey,/ˈdɔːŋki/,n.驴；愚蠢的人,,,,
don't,/doʊnt/,n.禁忌，禁止的事,v.不做（=do not）,,,
door,/dɔːr/,n.门；门口；途径,,,,
doorknob,/ˈdɔːrnɑːb/,n.球形门把手,,,,
dorm,/dɔːrm/,n.(集体)宿舍,,,,
dormitory,/ˈdɔːrmətɔːri/,n.集体宿舍,n.【美】学生宿舍楼,,,
dose,/doʊs/,n.剂量；一剂；一服,vt.给 ... 服药,,,
dot,/dɑːt/,n.少量；小圆点；小东西,v.点缀；作小点记号,[计算机] 点.,,
